,Status,CommonCode,Name,Description,LevelAndCategory,Symbol,ConversionFactor
938,nan,G57,cubic inch per minute,nan,2,in³/min,"2,731 18 × 10⁻⁷ m³ x s⁻¹"
939,nan,G58,cubic inch per second,nan,2,in³/s,"1,638 71 × 10⁻⁵ m³ x s⁻¹"
940,nan,G59,milliampere per litre minute,nan,1M,mA/(l·min),"1,666 67 × 10⁻² m⁻³ x s⁻¹ x A"
941,nan,G60,volt per bar,nan,1M,V/bar,10⁻⁵ m³ x s⁻¹ x A⁻¹
942,nan,G61,cubic centimetre per day kelvin,nan,1M,cm³/(d·K),"1,157 41 × 10⁻¹¹ m³ x s⁻¹ x K⁻¹"
943,nan,G62,cubic centimetre per hour kelvin,nan,1M,cm³/(h·K),"2,777 78 × 10⁻¹⁰ m³ x s⁻¹ x K⁻¹"
944,nan,G63,cubic centimetre per minute kelvin,nan,1M,cm³/(min·K),"1,666 67 × 10⁻⁸ m³ x s⁻¹ x K⁻¹"
945,nan,G64,cubic centimetre per second kelvin,nan,1M,cm³/(s·K),10⁻⁶ m³ x s⁻¹ x K⁻¹
946,nan,G65,litre per day kelvin,nan,1M,l/(d·K),"1,157 41 × 10⁻⁸ m³ x s⁻¹ x K⁻¹"
947,nan,G66,litre per hour kelvin,nan,1M,l/(h·K),"2,777 78 × 10⁻⁷ m³ x s⁻¹ x K⁻¹"
948,nan,G67,litre per minute kelvin,nan,1M,l/(min·K),"1,666 67 × 10⁻⁵ m³ x s⁻¹ x K⁻¹"
949,nan,G68,litre per second kelvin,nan,1M,l/(s·K),10⁻³ m³ x s⁻¹ x K⁻¹
950,nan,G69,cubic metre per day kelvin,nan,1M,m³/(d·K),"1,157 41 × 10⁻⁵ m³ x s⁻¹ x K⁻¹"
951,X,G7,microfiche sheet,nan,3.9,nan,nan
952,nan,G70,cubic metre per hour kelvin,nan,1M,m³/(h·K),"2,777 78 × 10⁻⁴ m³ x s⁻¹ x K⁻¹"
953,nan,G71,cubic metre per minute kelvin,nan,1M,m³/(min·K),"1,666 67 × 10⁻² m³ x s⁻¹ x K⁻¹"
954,nan,G72,cubic metre per second kelvin,nan,1M,m³/(s·K),m³ x s⁻¹ x K⁻¹
955,nan,G73,millilitre per day kelvin,nan,1M,ml/(d·K),"1,157 41 × 10⁻¹¹ m³ x s⁻¹ x K⁻¹"
956,nan,G74,millilitre per hour kelvin,nan,1M,ml/(h·K),"2,777 78 × 10⁻¹⁰ m³ x s⁻¹ x K⁻¹"
957,nan,G75,millilitre per minute kelvin,nan,1M,ml/(min·K),"1,666 67 × 10⁻⁸ m³ x s⁻¹ x K⁻¹"
958,nan,G76,millilitre per second kelvin,nan,1M,ml/(s·K),10⁻⁶ m³ x s⁻¹ x K⁻¹
959,nan,G77,millimetre to the fourth power,nan,1M,mm⁴,10⁻¹² m⁴
960,nan,G78,cubic centimetre per day bar,nan,1M,cm³/(d·bar),"1,157 41 × 10⁻¹⁶ kg⁻¹ x m⁴ x s"
961,nan,G79,cubic centimetre per hour bar,nan,1M,cm³/(h·bar),"2,777 78 × 10⁻¹⁵ kg⁻¹ x m⁴ x s"
962,nan,G80,cubic centimetre per minute bar,nan,1M,cm³/(min·bar),"1,666 67 × 10⁻¹³ kg⁻¹ x m⁴ x s"
963,nan,G81,cubic centimetre per second bar,nan,1M,cm³/(s·bar),10⁻¹¹ kg⁻¹ x m⁴ x s
964,nan,G82,litre per day bar,nan,1M,l/(d·bar),"1,157 41 × 10⁻¹³ kg⁻¹ x m⁴ x s"
965,nan,G83,litre per hour bar,nan,1M,l/(h·bar),"2,777 78 × 10⁻¹² kg⁻¹ x m⁴ x s"
966,nan,G84,litre per minute bar,nan,1M,l/(min·bar),"1,666 67 × 10⁻¹⁰ kg⁻¹ x m⁴ x s"
967,nan,G85,litre per second bar,nan,1M,l/(s·bar),10⁻⁸ kg⁻¹ x m⁴ x s
968,nan,G86,cubic metre per day bar,nan,1M,m³/(d·bar),"1,157 41 × 10⁻¹⁰ kg⁻¹ x m⁴ x s"
969,nan,G87,cubic metre per hour bar,nan,1M,m³/(h·bar),"2,777 78 × 10⁻⁹ kg⁻¹ x m⁴ x s"
970,nan,G88,cubic metre per minute bar,nan,1M,m³/(min·bar),"1,666 67 × 10⁻⁷ kg⁻¹ x m⁴ x s"
971,nan,G89,cubic metre per second bar,nan,1M,m³/(s·bar),10⁻⁵ kg⁻¹ x m⁴ x s
972,nan,G90,millilitre per day bar,nan,1M,ml/(d·bar),"1,157 41 x 10⁻¹⁶ x kg⁻¹ x m⁴ x s"
973,nan,G91,millilitre per hour bar,nan,1M,ml/(h·bar),"2,777 78 x 10⁻¹⁵ x kg⁻¹ x m⁴ x s"
974,nan,G92,millilitre per minute bar,nan,1M,ml/(min·bar),"1,666 67 × 10⁻¹³ x kg⁻¹ x m⁴ x s"
975,nan,G93,millilitre per second bar,nan,1M,ml/(s·bar),10⁻¹¹ kg⁻¹ x m⁴ x s
976,nan,G94,cubic centimetre per bar,nan,1M,cm³/bar,10⁻¹¹ kg⁻¹ x m⁴ x s²
977,nan,G95,litre per bar,nan,1M,l/bar,10⁻⁸ kg⁻¹ x m⁴ x s²
978,nan,G96,cubic metre per bar,nan,1M,m³/bar,10⁻⁵ kg⁻¹ x m⁴ x s²
979,nan,G97,millilitre per bar,nan,1M,ml/bar,10⁻¹¹ kg⁻¹ x m⁴ x s²
980,nan,G98,microhenry per kiloohm,nan,1M,µH/kΩ,10⁻⁹ s
981,nan,G99,microhenry per ohm,nan,1M,µH/Ω,10⁻⁶ s
982,nan,GB,gallon (US) per day,nan,3.5,gal (US)/d,"4,381 264 x 10⁻⁸ m³/s"
983,nan,GBQ,gigabecquerel,nan,1M,GBq,10⁹ Bq
984,X,GC,gram per 100 gram,nan,3.7,nan,nan
985,X,GD,gross barrel,nan,3.1,nan,nan
986,nan,GDW,"gram, dry weight","A unit of mass defining the number of grams of a product, disregarding the water content of the product.",3.1,nan,nan
987,nan,GE,pound per gallon (US),nan,2,lb/gal (US),"1,198 264 x 10² kg/m³"
988,nan,GF,gram per metre (gram per 100 centimetres),nan,1M,g/m,10⁻³ kg/m
989,nan,GFI,gram of fissile isotope,A unit of mass defining the number of grams of a fissile isotope (fissile isotope: an isotope whose nucleus is able to be split when irradiated with low energy neutrons).,3.1,gi F/S,nan
990,nan,GGR,great gross,A unit of count defining the number of units in multiples of 1728 (12 x 12 x 12).,3.7,nan,1728
991,X,GH,half gallon (US),nan,3.8,nan,nan
992,nan,GIA,gill (US),nan,3.5,gi (US),"1,182 941 x 10⁻⁴ m³"
993,nan,GIC,"gram, including container","A unit of mass defining the number of grams of a product, including its container.",3.1,nan,nan
994,nan,GII,gill (UK),nan,3.5,gi (UK),"1,420 653 x 10⁻⁴ m³"
995,nan,GIP,"gram, including inner packaging","A unit of mass defining the number of grams of a product, including its inner packaging materials.",3.1,nan,nan
996,nan,GJ,gram per millilitre,nan,1S,g/ml,10³ kg/m³
997,X,GK,gram per kilogram,nan,3.7,nan,nan
998,nan,GL,gram per litre,nan,1S,g/l,kg/m³
999,nan,GLD,dry gallon (US),nan,2,dry gal (US),"4,404 884 x 10⁻³ m³"
1000,nan,GLI,gallon (UK),nan,2,gal (UK),"4,546 092 x 10⁻³ m³"
1001,nan,GLL,gallon (US),nan,2,gal (US),"3,785 412 x 10⁻³ m³"
1002,nan,GM,gram per square metre,nan,1M,g/m²,10⁻³ kg/m²
1003,X,GN,gross gallon,nan,3.1,nan,nan
1004,nan,GO,milligram per square metre,nan,1,mg/m²,10⁻⁶ kg/m²
1005,nan,GP,milligram per cubic metre,nan,1M,mg/m³,10⁻⁶ kg/m³
1006,nan,GQ,microgram per cubic metre,nan,1M,µg/m³,10⁻⁹ kg/m³
1007,nan,GRM,gram,nan,1S,g,10⁻³ kg
1008,nan,GRN,grain,nan,2,gr,"64,798 91 x 10⁻⁶ kg"
1009,nan,GRO,gross,A unit of count defining the number of units in multiples of 144 (12 x 12).,3.7,gr,144
1010,D,GRT,gross register ton,"A unit of mass equal to the total cubic footage before deductions, where 1 register ton is equal to 100 cubic feet. Refer International Convention on tonnage measurement of ships.",3.4,nan,nan
1011,D,GT,gross ton,"A unit of mass equal to 2240 pounds. Refer International Convention on Tonnage measurement of Ships.,Synonym: ton (UK) or long ton (US) (common code LTN)","3.1,3.4",nan,nan
1012,nan,GV,gigajoule,nan,1S,GJ,10⁹ J
1013,X,GW,gallon per thousand cubic foot,nan,3.5,nan,nan
1014,nan,GWH,gigawatt hour,nan,1S,GW·h,"3,6 x 10¹² J"
1015,X,GY,gross yard,nan,3.1,nan,nan
1016,X,GZ,gage system,nan,3.9,nan,nan
1017,nan,H03,henry per kiloohm,nan,1M,H/kΩ,10⁻³ s
1018,nan,H04,henry per ohm,nan,1M,H/Ω,s
1019,nan,H05,millihenry per kiloohm,nan,1M,mH/kΩ,10⁻⁶ s
1020,nan,H06,millihenry per ohm,nan,1M,mH/Ω,10⁻³ s
1021,nan,H07,pascal second per bar,nan,1M,Pa·s/bar,10⁻⁵ s
1022,nan,H08,microbecquerel,nan,1M,µBq,10⁻⁶ Bq
1023,nan,H09,reciprocal year,nan,1M,1/y,"3,168 81 x 10⁻⁸ s⁻¹"
1024,X,H1,half page – electronic,nan,3.9,nan,nan
1025,nan,H10,reciprocal hour,nan,1M,1/h,"2,777 78 × 10⁻⁴ s⁻¹"
1026,nan,H11,reciprocal month,nan,1M,1/mo,"3,802 57 × 10⁻⁷ s⁻¹"
1027,nan,H12,degree Celsius per hour,nan,1M,°C/h,"2,777 78 x 10⁻⁴ s⁻¹ K"
1028,nan,H13,degree Celsius per minute,nan,1M,°C/min,"1,666 67 x 10⁻² s⁻¹ K"
1029,nan,H14,degree Celsius per second,nan,1M,°C/s,s⁻¹ K
1030,nan,H15,square centimetre per gram,nan,1M,cm²/g,10⁻¹ kg⁻¹ x m²
1031,nan,H16,square decametre,Synonym: are,1S,dam²,10² m²
1032,nan,H18,square hectometre,Synonym: hectare,1S,hm²,10⁴ m²
1033,nan,H19,cubic hectometre,nan,1S,hm³,10⁶ m³
1034,X,H2,half litre,nan,3.8,nan,nan
1035,nan,H20,cubic kilometre,nan,1S,km³,10⁹ m³
1036,nan,H21,blank,A unit of count defining the number of blanks.,3.2,nan,nan
1037,nan,H22,volt square inch per pound-force,nan,2.0,V/(lbf/in²),"1,450 377 439 8 × 10⁻⁴ m³ x s⁻¹ x A⁻¹"
1038,nan,H23,volt per inch,nan,2.0,V/in,"3,937 007 874 × 10¹ m x kg x s⁻³ x A⁻¹"
1039,nan,H24,volt per microsecond,nan,1S,V/µs,10⁶ V/s
1040,nan,H25,percent per kelvin,"A unit of proportion, equal to 0.01, in relation to the SI base unit Kelvin.",3.7,%/K,10⁻² K⁻¹
1041,nan,H26,ohm per metre,nan,1M,Ω/m,Ω/m
1042,nan,H27,degree per metre,nan,2,°/m,"1,745 329 x 10⁻² rad/m"
1043,nan,H28,microfarad per kilometre,nan,1S,µF/km,10⁻⁹ F/m
1044,nan,H29,microgram per litre,nan,1M,µg/l,10⁻⁶ m⁻³ x kg
1045,nan,H30,square micrometre (square micron),nan,1S,µm²,10⁻¹² m²
1046,nan,H31,ampere per kilogram,nan,1.0,A/kg,A x kg⁻¹
1047,nan,H32,ampere squared second,nan,1.0,A²·s,A² x s
1048,nan,H33,farad per kilometre,nan,1S,F/km,10⁻³ F/m
1049,nan,H34,hertz metre,nan,2,Hz·m,Hz x m
1050,nan,H35,kelvin metre per watt,nan,1.0,K·m/W,K x m⁻¹ x kg⁻¹ x s³
1051,nan,H36,megaohm per kilometre,nan,1M,MΩ/km,10³ Ω/m
1052,nan,H37,megaohm per metre,nan,1M,MΩ/m,10⁶ Ω/m
1053,nan,H38,megaampere,nan,1S,MA,10⁶ A
1054,nan,H39,megahertz kilometre,nan,2,MHz·km,10⁹ Hz x m
1055,nan,H40,newton per ampere,nan,1.0,N/A,kg x m x s⁻² x A⁻¹
1056,nan,H41,"newton metre watt to the power minus 0,5",nan,2.0,N·m·W⁻⁰‧⁵,kg x m² x s⁻² x W⁻⁰‧⁵
1057,nan,H42,pascal per metre,nan,1M,Pa/m,m⁻² kg x s⁻²
1058,nan,H43,siemens per centimetre,nan,1S,S/cm,10² S/m
1059,nan,H44,teraohm,nan,1S,TΩ,10¹² Ω
1060,nan,H45,volt second per metre,nan,1.0,V·s/m,m x kg x s⁻² x A⁻¹
1061,nan,H46,volt per second,nan,1S,V/s,m² x kg x s⁻⁴ x A⁻¹
1062,nan,H47,watt per cubic metre,nan,1.0,W/m³,m⁻¹ x kg x s⁻³
1063,nan,H48,attofarad,nan,1S,aF,10⁻¹⁸ m⁻² x kg⁻¹ x s⁴ x A²
1064,nan,H49,centimetre per hour,nan,1M,cm/h,"0,277 777 778 × 10⁻⁶ m x s⁻¹"
1065,nan,H50,reciprocal cubic centimetre,nan,1M,cm⁻³,10⁶ m⁻³
1066,nan,H51,decibel per kilometre,nan,1.0,dB/km,10⁻⁴ B/m
1067,nan,H52,decibel per metre,nan,1.0,dB/m,10⁻¹ B/m
1068,nan,H53,kilogram per bar,nan,1M,kg/bar,10⁻⁵ m x s²
1069,nan,H54,kilogram per cubic decimetre kelvin,nan,1M,(kg/dm³)/K,10³ m⁻³ x kg x K⁻¹
1070,nan,H55,kilogram per cubic decimetre bar,nan,1M,(kg/dm³)/bar,10⁻² m⁻² x s²
1071,nan,H56,kilogram per square metre second,nan,1.0,kg/(m²·s),kg m⁻² x s⁻¹
1072,nan,H57,inch per two pi radiant,nan,2.0,in/revolution,"2,54 x 10⁻² m/(2 x π x rad)"
1073,nan,H58,metre per volt second,nan,1.0,m/(V·s),m⁻¹ x kg⁻¹ x s² x A
1074,nan,H59,square metre per newton,nan,1.0,m²/N,m x kg⁻¹ x s²
1075,nan,H60,cubic metre per cubic metre,nan,1M,m³/m³,1.0
1076,nan,H61,millisiemens per centimetre,nan,1S,mS/cm,10⁻¹ S/m
1077,nan,H62,millivolt per minute,nan,1M,mV/min,"1,666 666 667 × 10⁻⁵ m² x kg x s⁻⁴ x A⁻¹"
1078,nan,H63,milligram per square centimetre,nan,1S,mg/cm²,10⁻² m⁻² x kg
1079,nan,H64,milligram per gram,nan,1S,mg/g,10⁻³ 1
1080,nan,H65,millilitre per cubic metre,nan,1M,ml/m³,10⁻⁶ 1
1081,nan,H66,millimetre per year,nan,2.0,mm/y,"3,15576 × 10⁴ m x s⁻¹"
1082,nan,H67,millimetre per hour,nan,2.0,mm/h,"0,277 777 778 × 10⁻⁷ m x s⁻¹"
1083,nan,H68,millimole per gram,nan,1M,mmol/g,mol x kg⁻¹
1084,nan,H69,picopascal per kilometre,nan,1M,pPa/km,10⁻¹⁵ m⁻² x kg x s⁻²
1085,nan,H70,picosecond,nan,1.0,ps,10⁻¹² s
1086,nan,H71,percent per month,"A unit of proportion, equal to 0.01, in relation to a month.",3.7,%/mo,nan
1087,nan,H72,percent per hectobar,"A unit of proportion, equal to 0.01, in relation to 100-fold of the unit bar.",3.7,%/hbar,nan
1088,nan,H73,percent per decakelvin,"A unit of proportion, equal to 0.01, in relation to 10-fold of the SI base unit Kelvin.",3.7,%/daK,10⁻³ K⁻¹
1089,nan,H74,watt per metre,nan,1M,W/m,W m⁻¹
1090,nan,H75,decapascal,nan,1M,daPa,10¹ Pa
1091,nan,H76,gram per millimetre,nan,1M,g/mm,10¹ kg x m⁻¹
1092,nan,H77,module width,A unit of measure used to describe the breadth of electronic assemblies as an installation standard or mounting dimension.,3,MW,nan
1093,D,H78,conventional centimetre of water,nan,2,cm H₂O,"9,806 65 × 10¹ Pa"
1094,nan,H79,French gauge,"A unit of distance used for measuring the diameter of small tubes such as urological instruments and catheters.,Synonym: French, Charrière, Charrière gauge",2,Fg,"0,333 333 333 × 10⁻³ m"
1095,nan,H80,rack unit,A unit of measure used to describe the height in rack units of equipment intended for mounting in a 19-inch rack or a 23-inch rack. One rack unit is 1.75 inches (44.45 mm) high.,3,U or RU,"4,445 × 10⁻² m"
1096,nan,H81,millimetre per minute,nan,1M,mm/min,"1,666 666 667 × 10⁻⁵ m x s⁻¹"
1097,nan,H82,big point,A unit of length defining the number of big points (big point: Adobe software(US) defines the big point to be exactly 1/72 inch (0.013 888 9 inch or 0.352 777 8 millimeters)),3.5,bp,"0,352 777 8 × 10⁻³ m"
1098,nan,H83,litre per kilogram,nan,1M,l/kg,10⁻³ m³ x kg⁻¹
1099,nan,H84,gram millimetre,nan,1M,g·mm,10⁻⁶ kg x m
1100,nan,H85,reciprocal week,nan,1M,1/wk,"1,647 989 452 868 × 10⁻⁶ s⁻¹"
1101,nan,H87,piece,"A unit of count defining the number of pieces (piece: a single item, article or exemplar).",3.8,nan,nan
1102,nan,H88,megaohm kilometre,nan,1S,MΩ·km,10⁹ Ω x m
1103,nan,H89,percent per ohm,"A unit of proportion, equal to 0.01, in relation to the SI derived unit ohm.",3.7,%/Ω,10⁻² Ω⁻¹
1104,nan,H90,percent per degree,"A unit of proportion, equal to 0.01, in relation to an angle of one degree.",3.7,%/°,"0,572 957 8 rad⁻¹"
1105,nan,H91,percent per ten thousand,"A unit of proportion, equal to 0.01, in relation to multiples of ten thousand.",3.7,%/10000,10⁻⁶
1106,nan,H92,percent per one hundred thousand,"A unit of proportion, equal to 0.01, in relation to multiples of one hundred thousand.",3.7,%/100000,10⁻⁷
1107,nan,H93,percent per hundred,"A unit of proportion, equal to 0.01, in relation to multiples of one hundred.",3.7,%/100,10⁻⁴
1108,nan,H94,percent per thousand,"A unit of proportion, equal to 0.01, in relation to multiples of one thousand.",3.7,%/1000,10⁻⁵
1109,nan,H95,percent per volt,"A unit of proportion, equal to 0.01, in relation to the SI derived unit volt.",3.7,%/V,10⁻² V⁻¹
1110,nan,H96,percent per bar,"A unit of proportion, equal to 0.01, in relation to an atmospheric pressure of one bar.",3.7,%/bar,10⁻⁷ Pa⁻¹
1111,nan,H98,percent per inch,"A unit of proportion, equal to 0.01, in relation to an inch.",3.7,%/in,"0,393 700 8 m⁻¹"
1112,nan,H99,percent per metre,"A unit of proportion, equal to 0.01, in relation to a metre.",3.7,%/m,10⁻² m⁻¹
1113,nan,HA,hank,"A unit of length, typically for yarn.",3.9,nan,nan
1114,D,HAR,hectare,Synonym: square hectometre,2.0,ha,10⁴ m²
1115,nan,HBA,hectobar,nan,1M,hbar,10⁷ Pa
1116,nan,HBX,hundred boxes,A unit of count defining the number of boxes in multiples of one hundred box units.,3.2,nan,nan
1117,nan,HC,hundred count,A unit of count defining the number of units counted in multiples of 100.,3.7,nan,nan
1118,X,HD,half dozen,nan,3.7,nan,6
1119,nan,HDW,"hundred kilogram, dry weight","A unit of mass defining the number of hundred kilograms of a product, disregarding the water content of the product.",3.1,nan,nan
1120,X,HE,hundredth of a carat,nan,3.5,nan,nan
1121,nan,HEA,head,A unit of count defining the number of heads (head: a person or animal considered as one of a number).,3.5,nan,nan
1122,X,HF,hundred foot,nan,3.8,nan,nan
1123,nan,HGM,hectogram,nan,1M,hg,10⁻¹ kg
1124,nan,HH,hundred cubic foot,A unit of volume equal to one hundred cubic foot.,3.8,nan,nan
1125,X,HI,hundred sheet,nan,3.8,nan,nan
1126,nan,HIU,hundred international unit,A unit of count defining the number of international units in multiples of 100.,3.7,nan,nan
1127,D,HJ,metric horse power,nan,2,metric hp,"735,498 75 W"
1128,X,HK,hundred kilogram,nan,3.8,nan,nan
1129,nan,HKM,"hundred kilogram, net mass","A unit of mass defining the number of hundred kilograms of a product, after deductions.",3.1,nan,nan
1130,X,HL,hundred foot (linear),nan,3.8,nan,nan
1131,nan,HLT,hectolitre,nan,1S,hl,10⁻¹ m³
1132,nan,HM,mile per hour (statute mile),nan,2,mile/h,"0,447 04 m/s"
1133,nan,HMQ,million cubic metre,A unit of volume equal to one million cubic metres.,3.8,Mm³,nan
1134,nan,HMT,hectometre,nan,1M,hm,10² m
1135,D,HN,conventional millimetre of mercury,nan,2,mm Hg,"133,322 4 Pa"
1136,X,HO,hundred troy ounce,nan,3.8,nan,nan
1137,D,HP,conventional millimetre of water,nan,2,mm H₂O,"9,806 65 Pa"
1138,nan,HPA,hectolitre of pure alcohol,A unit of volume equal to one hundred litres of pure alcohol.,3.1,nan,nan
1139,X,HS,hundred square foot,nan,3.8,nan,nan
1140,X,HT,half hour,nan,3.8,nan,nan
1141,nan,HTZ,hertz,nan,1,Hz,Hz
1142,nan,HUR,hour,nan,1,h,3 600 s
1143,X,HY,hundred yard,nan,3.8,nan,nan
1144,nan,IA,inch pound (pound inch),nan,2,in·lb,"1,152 12 x 10⁻² kg x m"
1145,X,IC,count per inch,nan,3.9,nan,nan
1146,nan,IE,person,A unit of count defining the number of persons.,3.9,nan,nan
1147,X,IF,inches of water,Use inch of water (common code F78),3.1,nan,nan
1148,X,II,column inch,nan,3.9,nan,nan
1149,X,IL,inch per minute,nan,3.5,nan,nan
1150,X,IM,impression,nan,3.9,nan,nan
1151,nan,INH,inch,nan,2,in,"25,4 x 10⁻³ m"
1152,nan,INK,square inch,nan,2,in²,"6,451 6 x 10⁻⁴ m²"
1153,nan,INQ,cubic inch,Synonym: inch cubed,2,in³,"16,387 064 x 10⁻⁶ m³"
1154,X,IP,insurance policy,nan,3.9,nan,nan
1155,nan,ISD,international sugar degree,"A unit of measure defining the sugar content of a solution, expressed in degrees.",3.5,nan,nan
1156,X,IT,count per centimetre,nan,3.9,nan,nan
1157,nan,IU,inch per second,nan,2,in/s,"0,025 4 m/s"
1158,nan,IUG,international unit per gram,A unit of count defining the number of international units per gram.,3.7,nan,nan
1159,nan,IV,inch per second squared,nan,2,in/s²,"0,025 4 m/s²"
1160,nan,J10,percent per millimetre,"A unit of proportion, equal to 0.01, in relation to a millimetre.",3.7,%/mm,10 m⁻¹
1161,nan,J12,per mille per psi,A unit of pressure equal to one thousandth of a psi (pound-force per square inch).,3.7,‰/psi,"1,450 377 x 10⁻⁷ Pa⁻¹"
1162,nan,J13,degree API,A unit of relative density as a measure of how heavy or light a petroleum liquid is compared to water (API: American Petroleum Institute).,3.5,°API,nan
1163,nan,J14,degree Baume (origin scale),A traditional unit of relative density for liquids. Named after Antoine Baumé.,3.5,°Bé,nan
1164,nan,J15,degree Baume (US heavy),A unit of relative density for liquids heavier than water.,3.5,°Bé (US heavy),nan
1165,nan,J16,degree Baume (US light),A unit of relative density for liquids lighter than water.,3.5,°Bé (US light),nan
1166,nan,J17,degree Balling,"A unit of density as a measure of sugar content, especially of beer wort. Named after Karl Balling.",3.5,°Balling,nan
1167,nan,J18,degree Brix,A unit of proportion used in measuring the dissolved sugar-to-water mass ratio of a liquid. Named after Adolf Brix.,3.5,°Bx,nan
1168,nan,J19,degree Fahrenheit hour square foot per British thermal unit (thermochemical),nan,2,°F·h·ft²/Btuth,"0,176 228 m² x K/W"
1169,nan,J2,joule per kilogram,nan,1,J/kg,J/kg
1170,nan,J20,degree Fahrenheit per kelvin,nan,2,°F/K,"0,555 555 6"
1171,nan,J21,degree Fahrenheit per bar,nan,2,°F/bar,"0,555 555 6 x 10⁻⁵ K/Pa"
1172,nan,J22,degree Fahrenheit hour square foot per British thermal unit (international table),nan,2,°F·h·ft²/BtuIT,"0,176 110 2 m² x K/W"
1173,nan,J23,degree Fahrenheit per hour,nan,2,°F/h,"1,543 210 x 10⁻⁴ K/s"
1174,nan,J24,degree Fahrenheit per minute,nan,2,°F/min,"9,259 259 x 10⁻³  K/s"
1175,nan,J25,degree Fahrenheit per second,nan,2,°F/s,"0,555 555 6 K/s"
1176,nan,J26,reciprocal degree Fahrenheit,nan,2,1/°F,"1,8 1/K"
1177,nan,J27,degree Oechsle,"A unit of density as a measure of sugar content of must, the unfermented liqueur from which wine is made. Named after Ferdinand Oechsle.",3.5,°Oechsle,nan
1178,nan,J28,degree Rankine per hour,nan,2,°R/h,"1,543 210 x 10⁻⁴ K/s"
1179,nan,J29,degree Rankine per minute,nan,2,°R/min,"9,259 259 x 10⁻³  K/s"
1180,nan,J30,degree Rankine per second,nan,2,°R/s,"0,555 555 6 K/s"
1181,nan,J31,degree Twaddell,A unit of density for liquids that are heavier than water.  1 degree Twaddle represents a difference in specific gravity of 0.005.,3.5,°Tw,nan
